index,timestamp,latency__desc,eeg.counter,eeg.interpolated,eeg.af3,eeg.f7,eeg.f3,eeg.fc5,eeg.t7,eeg.p7,eeg.o1,eeg.o2,eeg.p8,eeg.t8,eeg.fc6,eeg.f4,eeg.f8,eeg.af4,eeg.rawcq,eeg.battery,cq.af3,cq.f7,cq.f3,cq.fc5,cq.t7,cq.p7,cq.o1,cq.o2,cq.p8,cq.t8,cq.fc6,cq.f4,cq.f8,cq.af4,cq.overall,mot.q0,mot.q1,mot.q2,mot.q3,mot.accx,mot.accy,mot.accz,mot.magx,mot.magy,mot.magz,sq.overallsensorquality,sq.af3.signalquality,sq.af3.rms,sq.f7.signalquality,sq.f7.rms,sq.f3.signalquality,sq.f3.rms,sq.fc5.signalquality,sq.fc5.rms,sq.t7.signalquality,sq.t7.rms,sq.p7.signalquality,sq.p7.rms,sq.o1.signalquality,sq.o1.rms,sq.o2.signalquality,sq.o2.rms,sq.p8.signalquality,sq.p8.rms,sq.t8.signalquality,sq.t8.rms,sq.fc6.signalquality,sq.fc6.rms,sq.f4.signalquality,sq.f4.rms,sq.f8.signalquality,sq.f8.rms,sq.af4.signalquality,sq.af4.rms
12390,1752251238.5261152,96.63489818572998,61.0,0.0,3.165461284577667,14.823419233823095,-2.5509118765033705,0.4655609751177039,1.5786182956241746,-1.905105658372953,-3.896780032938274,5.9558797533286665,7.128637837367613,-5.037066502337531,-8.003686812857133,-1.487583711402216,-11.61378959184649,4.630740723897269,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12391,1752251238.533918,96.64270114898682,62.0,0.0,6.60713377892114,20.807028619785683,-1.8747986021487275,-0.1150495885893843,-0.3481327330609911,-4.933240495454582,-0.5624341950512086,9.654372082278089,1.188341943320781,-6.027808661649827,-8.978040976246687,0.3980759165982324,-3.2841173890152486,4.598114647946547,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12392,1752251238.541722,96.65050506591795,63.0,0.0,8.608325280856638,29.77418953433924,-1.354090177183901,12.426041642742495,-3.772359266601166,-5.400071376623311,0.1437882947187088,-0.4042407384434003,-5.168523240350874,-10.254112398847347,-10.214782426453008,-2.0797808546437526,4.026880701647746,8.938908721851908,0.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12393,1752251238.5496252,96.65840816497804,64.0,0.0,13.200314555930232,29.7821129109512,-0.9565803547730116,14.635758404638135,-6.854520245725313,-7.749378483599871,-0.3846125388514014,-7.093522472184121,-11.335380165273522,-13.9935089876402,-4.175579190597704,-4.53977618572627,10.804276431927589,17.276505316921046,3111.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,0.3484793603420257,0.65936279296875,-0.25537109375,0.61529541015625,1.0009918212890625,-0.0737315937876701,-0.093263141810894,-52.33844375610352,-132.49102783203125,-5.383382797241211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12394,1752251238.557529,96.66631197929382,65.0,0.0,17.71127176044131,21.485803421690367,0.2533265444416095,3.936587712021254,-9.869298620389896,-11.782388142030538,-2.8445740061025084,-8.012049956541954,-20.55929739794517,-16.080554124425657,1.5651726103348444,-1.9540030664897865,16.924838782726443,22.33839663678184,3518.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12395,1752251238.5653331,96.67411613464355,66.0,0.0,17.559898860597997,20.441866517656337,4.454634450944496,3.073209887844285,-11.712471568087976,-13.059048445539162,-5.69232911053146,-11.289065984902066,-18.59745851330192,-14.173040455602433,4.1818899197456005,-0.575766455610875,23.123029643607907,23.29258443610709,3504.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12396,1752251238.573136,96.6819190979004,67.0,0.0,17.15342598507459,27.11481539270926,2.790977412043304,8.33161541743658,-10.713330252951607,-12.477606313934244,-9.322112311262543,-13.652977208262088,-8.874020985927473,-11.245731263051766,2.6611460233002617,-2.027701287713114,27.60244432844729,23.379233927209043,3536.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12397,1752251238.58104,96.68982315063477,68.0,0.0,18.54553898917376,29.53478082262765,-0.9262199825592212,5.280766821070326,-6.236130667205121,-9.731284943018895,-10.761345859769218,-11.851763391632437,-8.935895607772213,-10.943575254019866,2.981498258365459,-0.9782728680540947,30.14678220262496,26.294343827942352,3554.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,0.3487472236156463,0.6593017578125,-0.25531005859375,0.615234375,0.9970855116844176,-0.055664911866188,-0.088380254805088,-51.74029159545898,-132.34149169921875,-5.981536388397217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12398,1752251238.588944,96.69772696495056,69.0,0.0,16.711178275644723,24.02448056952068,0.6837065194595731,-1.8431739809276488,-6.799353928532586,-9.127820616241769,-9.44053451747848,-7.730721040536597,-13.967590265790196,-10.144102261175536,6.750470549342989,1.3557142217913132,30.794351415465425,26.7815704621849,3429.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12399,1752251238.5967472,96.70553016662598,70.0,0.0,16.024421563960406,18.180009154802462,1.3890388034265335,-1.6377208993559371,-14.561183952157815,-12.653617196312066,-13.398713782792829,-5.416468198249216,-10.926341361412875,-6.352603829435505,7.6907085972577,-0.7710346761911033,33.60510891745747,22.90909080124897,3385.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
