Channel,RN_mean,RW_mean,SN_mean,SW_mean
eeg.af3,3.1082011677056975,6.0698026454581235,48.161915748864494,163.80052132317743
eeg.f7,2.2553043659090934,5.348745368772371,45.005934449075525,104.48374791176556
eeg.f3,1.4515097403089217,2.1426810290403204,20.772415981653747,23.1848909832588
eeg.fc5,1.3634115492009293,2.109827275888241,37.07253743184421,179.4954336733111
eeg.t7,1.1519194023432473,3.0327652171022703,22.22550710222621,148.3430236235131
eeg.p7,0.7649898498270702,2.6991871456330054,15.357939052796922,54.70640444155778
eeg.o1,0.89011830897764,2.8659448637029183,37.89658513899099,289.0646101598304
eeg.o2,1.1048657939879725,2.054914081269989,75.08544427838834,157.48977928045892
eeg.p8,0.8395822607557342,1.9607450682911096,11.62345986295477,30.10306936584365
eeg.t8,0.7257270536346241,2.141387688250631,11.199592386770405,37.58237566139673
eeg.fc6,1.2490164454234818,2.2065295220947885,15.66812763280199,120.7591199385983
eeg.f4,1.3637906093033985,1.7366381430306561,38.449411826799334,273.30894477619887
eeg.f8,2.0945014221077556,4.370831657481258,12.811397353862269,111.92736194494037
eeg.af4,4.450016438870336,4.458454427367561,44.40435742344065,145.34248350322824
