Channel,RN_mean,RW_mean,SN_mean,SW_mean
eeg.af3,3.5684428910355424,6.675845726231076,12.859144946369572,58.673825805845304
eeg.f7,4.057374784275283,6.576837848318384,21.196840381205586,107.38921602598877
eeg.f3,2.165359389954861,2.5603228615749978,9.611922435502432,65.33188363098901
eeg.fc5,2.737941989431479,2.347520012100476,10.09158507163181,53.67283602123728
eeg.t7,2.3103156265501,4.364588278345476,15.596953624188245,35.95406854019905
eeg.p7,1.873039853789761,3.316395440334172,16.024180626278394,44.85784986839692
eeg.o1,1.7920194147131936,3.525081262555875,8.388981637270826,65.49137400527582
eeg.o2,2.199708509242239,2.547619808821356,11.822500524054378,37.52811811700903
eeg.p8,1.436197606138585,2.2779790577262364,11.156630929929104,63.211132813053176
eeg.t8,1.8046537491429593,2.192947623982454,21.61482284089285,27.662998562087438
eeg.fc6,1.8283706270755429,2.6638094623341613,18.11748583125015,58.277740817636925
eeg.f4,1.7686325711281523,2.1936440844065337,10.128089543384773,78.31410640756478
eeg.f8,3.472563677083313,4.4794840407893854,21.335963774175024,63.393833043757844
eeg.af4,3.2815445081031847,5.5518158081692315,16.64977410614004,68.19434608117623
