Channel,RN_mean,RW_mean,SN_mean,SW_mean
eeg.af3,10.032471164694611,11.279552159861073,34.14555572263747,113.40410148550585
eeg.f7,10.598312397142378,8.923569043437768,40.88367893959677,80.30076725984846
eeg.f3,7.1503701580695305,8.36613108311291,45.385118368172506,80.59103517710277
eeg.fc5,4.655457538531998,5.668665653862689,8.682854405453131,67.85677904816103
eeg.t7,8.86214855964289,7.388986851844166,28.224908964416695,159.77027242174978
eeg.p7,3.0764323150817527,6.362775826254677,6.568654482260616,126.82635863139264
eeg.o1,6.45454748539357,5.963718705648448,53.14310581443123,93.14984042859854
eeg.o2,7.255625328456885,5.471085619536396,83.14930900091554,96.91544010369333
eeg.p8,5.069900687393074,5.104731587024065,13.848467102568712,81.79696094135845
eeg.t8,7.192685468728918,7.796590580109777,43.653082726633855,61.41025324614511
eeg.fc6,4.688028220365289,3.6701013253786696,19.740302516775042,124.38208911584209
eeg.f4,7.373351630002693,4.1385212685983115,32.252571427471146,93.7916651988145
eeg.f8,8.256113652918906,9.481285983362199,14.26679277690916,99.77379646257418
eeg.af4,12.917011163434614,10.022423086813992,46.09632552015677,93.33138989926434
