Channel,RN_mean,RW_mean,SN_mean,SW_mean
eeg.af3,3.6636592659275795,8.310450251297329,9.476553054634552,22.46555879469812
eeg.f7,2.761678659672665,5.590732984793913,4.496089558698343,17.143537064205177
eeg.f3,2.862332282391888,2.4184502236935654,7.5085979107997805,16.705797314678186
eeg.fc5,2.3567752128639197,1.7857483058509314,8.601961230145344,18.50820604100195
eeg.t7,3.596362465140653,3.7095436345846013,10.051715399567659,13.221506206280573
eeg.p7,2.696187605402448,3.2438418398561737,6.698066715328678,13.303088455450874
eeg.o1,2.553342506312564,3.5962578189169787,9.435455339116624,34.40104508723644
eeg.o2,2.313244476692185,2.4675665115428536,4.579188271965976,38.07252785655748
eeg.p8,1.9020873222362777,2.7257477031224564,4.879224681770472,11.140856691842448
eeg.t8,2.7442219818576534,3.541859409221591,8.910868719751337,14.574442522974469
eeg.fc6,2.090185044594292,1.799356100147978,5.940073738078425,8.528325929995122
eeg.f4,2.508669016450767,2.6473875560641646,5.022962787649744,12.522459206510874
eeg.f8,2.7635686570400106,4.189985069896905,5.841001216293166,22.693220518108674
eeg.af4,3.4197239861812556,7.518419113074193,7.906487829219353,11.941238439684572
