file,fs,n_epochs,n_samples_per_epoch,n_channels,Workload (thetaF/alphaPO),Global Theta/Alpha,Global TBR,Global TABR,Global ABR
posture6_no_exo.npz,128.0801544189453,178,768,14,2.653694838174396,2.653694838174396,2.8865991320532567,3.9743651698465707,1.087766037793314
