file,fs,n_epochs,n_samples_per_epoch,n_channels,Workload (thetaF/alphaPO),Global Theta/Alpha,Global TBR,Global TABR,Global ABR
posture2_with_exo.npz,128.08404541015625,63,768,14,2.5599163060887626,2.5599163060887626,3.8740196127183446,5.387357995853556,1.5133383831352114
