index,timestamp,latency__desc,originaltimestamp,eeg.counter,eeg.interpolated,eeg.af3,eeg.f7,eeg.f3,eeg.fc5,eeg.t7,eeg.p7,eeg.o1,eeg.o2,eeg.p8,eeg.t8,eeg.fc6,eeg.f4,eeg.f8,eeg.af4,eeg.rawcq,eeg.battery,cq.af3,cq.f7,cq.f3,cq.fc5,cq.t7,cq.p7,cq.o1,cq.o2,cq.p8,cq.t8,cq.fc6,cq.f4,cq.f8,cq.af4,cq.overall,mot.q0,mot.q1,mot.q2,mot.q3,mot.accx,mot.accy,mot.accz,mot.magx,mot.magy,mot.magz,sq.overallsensorquality,sq.af3.signalquality,sq.af3.rms,sq.f7.signalquality,sq.f7.rms,sq.f3.signalquality,sq.f3.rms,sq.fc5.signalquality,sq.fc5.rms,sq.t7.signalquality,sq.t7.rms,sq.p7.signalquality,sq.p7.rms,sq.o1.signalquality,sq.o1.rms,sq.o2.signalquality,sq.o2.rms,sq.p8.signalquality,sq.p8.rms,sq.t8.signalquality,sq.t8.rms,sq.fc6.signalquality,sq.fc6.rms,sq.f4.signalquality,sq.f4.rms,sq.f8.signalquality,sq.f8.rms,sq.af4.signalquality,sq.af4.rms
15,1752179204.264,0.0,1752179204.294888,36.0,0.0,-0.9456664746259396,-7.47603707735796,-19.9044895961123,8.987161458069691,37.84525209753214,38.77052660567013,27.271859219594724,-9.689317347218593,91.18973762843127,-57.08284575531174,0.1067198118113719,-22.80168583740276,-110.22663616861898,1.6497700058390077,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,0.5960836410522461,0.4248046875,-0.56768798828125,0.37677001953125,1.0551918745040894,0.0024414435029029,-0.0668955519795417,-53.23567581176758,-125.91134643554688,-5.981536388397217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1752179204.271803,0.0078029632568359,1752179204.302592,37.0,0.0,-3.7985098144309744,-16.566397548196168,-16.358686919251998,14.57923455910424,34.60223861670346,38.46921814418096,29.93999483323014,-7.032010424838179,71.2006937639855,-65.74987720022565,-0.6274625351841108,-22.70510255244591,-114.77169866451942,-0.1361621504329546,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1752179204.279606,0.0156061649322509,1752179204.3103962,38.0,0.0,-7.031038357244867,-26.59165264227181,-11.037454685408534,23.80113781988441,37.98127854361334,49.40699800910883,33.58366569221487,-4.5971154480206735,31.458513960171643,-89.65656885797878,-3.457436023461014,-24.87708278354276,-119.38051296590638,-4.259524482378211,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1752179204.287409,0.0234091281890869,1752179204.3181,39.0,0.0,-5.368942175701298,-20.7102420884435,-8.816510238425073,22.549814631472223,41.79306577571568,61.23842371923288,31.87012056112996,-1.8594839729389656,20.852961525540216,-91.53940217636205,-2.403621438056083,-24.05179296845709,-103.92504919770168,-4.243976243447532,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1752179204.295212,0.0312120914459228,1752179204.325904,40.0,0.0,-3.615515782392329,-13.34736264530958,-7.837037801884385,20.088773871627325,42.36854688749028,56.74454353482556,18.821596643677147,-7.593311618286613,18.18427400374324,-76.64689504958213,-3.001507496458693,-18.373136114031105,-88.41403664496451,-1.611135303088787,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,0.5959348082542419,0.4249267578125,-0.568359375,0.3758544921875,1.0512856245040894,-0.0083009079098701,-0.0712901502847671,-53.385215759277344,-126.80857849121094,-7.925536155700684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1752179204.303015,0.0390150547027587,1752179204.3336082,41.0,0.0,2.547533790219481,-14.648290641437706,-2.5901575464337103,27.70803635141768,45.58250398195853,53.15815436347649,11.265890179090755,-3.5427647507653663,3.604226795093302,-66.02253826899427,3.0655878621762067,-13.368727718600065,-74.53383932237617,-0.9815886107805998,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1752179204.310817,0.0468170642852783,1752179204.341412,42.0,0.0,2.5853531878690763,-16.38701513403295,-0.7692233935830881,25.666603278948124,37.38538880956342,51.611551800552704,13.881153891500118,7.646559408497454,-4.372551436238224,-65.50210380234708,3.007358914990009,-17.396966818306467,-60.226288562606456,-5.591635439002394,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1752179204.31862,0.0546200275421142,1752179204.349116,43.0,0.0,1.4267355167500924,-7.360269272413895,3.36189368063895,17.830272138936962,27.309977604799226,51.40399271741384,21.709883504513087,4.146263593576798,-17.476981325563692,-66.57702526292672,-4.748151455554726,-12.187631884516044,-45.7904930144467,-2.469112317418123,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1752179204.326423,0.0624229907989501,1752179204.35692,44.0,0.0,2.42786768772147,-3.4807806842684705,5.968706306887523,16.221963264963595,27.78930742381177,49.11559182339411,14.595405425248416,-9.874835577327648,-39.94791949098234,-64.06800400618916,-5.159756913559985,-5.829283469335994,-42.33068240254548,1.352677224634693,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,0.5960401892662048,0.42547607421875,-0.568603515625,0.37469482421875,1.0151522159576416,-0.0346684977412223,-0.0751964598894119,-54.28244400024414,-126.06088256835938,-8.67322826385498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1752179204.334226,0.0702259540557861,1752179204.364624,45.0,0.0,2.7748517801289125,-3.57292962987637,5.562427178162878,21.416001747184417,30.92466003593168,44.95593345438252,9.116340023589974,-3.536332583661647,-43.628002686537656,-55.92769657521811,0.1491880736667923,-9.799417360676529,-38.643238484606826,-0.6941274813340286,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
