index,timestamp,latency__desc,eeg.counter,eeg.interpolated,eeg.af3,eeg.f7,eeg.f3,eeg.fc5,eeg.t7,eeg.p7,eeg.o1,eeg.o2,eeg.p8,eeg.t8,eeg.fc6,eeg.f4,eeg.f8,eeg.af4,eeg.rawcq,eeg.battery,cq.af3,cq.f7,cq.f3,cq.fc5,cq.t7,cq.p7,cq.o1,cq.o2,cq.p8,cq.t8,cq.fc6,cq.f4,cq.f8,cq.af4,cq.overall,mot.q0,mot.q1,mot.q2,mot.q3,mot.accx,mot.accy,mot.accz,mot.magx,mot.magy,mot.magz,sq.overallsensorquality,sq.af3.signalquality,sq.af3.rms,sq.f7.signalquality,sq.f7.rms,sq.f3.signalquality,sq.f3.rms,sq.fc5.signalquality,sq.fc5.rms,sq.t7.signalquality,sq.t7.rms,sq.p7.signalquality,sq.p7.rms,sq.o1.signalquality,sq.o1.rms,sq.o2.signalquality,sq.o2.rms,sq.p8.signalquality,sq.p8.rms,sq.t8.signalquality,sq.t8.rms,sq.fc6.signalquality,sq.fc6.rms,sq.f4.signalquality,sq.f4.rms,sq.f8.signalquality,sq.f8.rms,sq.af4.signalquality,sq.af4.rms
11537,1754358593.492538,90.1904969215393,94.0,0.0,7.341932005981903,1.266700965582345,8.693689662944394,-3.935755462171187,3.239985923503696,-2.856730007383589,-3.4732215330885765,-1.2624730566677729,0.1925351857183841,2.3076699840556785,2.167461223021633,-15.282177927310045,1.6580572387618986,-7.6637545308223025,3355.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11538,1754358593.500364,90.19832301139832,95.0,0.0,9.444308941891109,2.8769086554149226,11.291835621416908,-2.788149710419816,3.756629440844449,-0.2002414515937971,-1.5454267962376207,-7.28742759336717,-1.8034641059408607,-0.3998387982873055,4.676244662318027,-8.537280183958387,0.103582766220029,-5.859645256431463,3306.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11539,1754358593.508291,90.20624995231628,96.0,0.0,5.166833722487468,-0.2658056036933658,14.17714413608394,-0.0531299927796453,-3.2070380270187115,3.013196073855056,3.8974978650325056,-4.328375450887393,-1.3483785366403254,-2.236640178465564,5.9304497454633065,-4.616144553879053,0.0125191819407746,-3.019258809249436,3489.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,0.5145474672317505,0.3717041015625,-0.65313720703125,0.41290283203125,0.938490867614746,-0.1752956509590149,-0.3505913019180298,-41.87075424194336,-132.49102783203125,-16.0006103515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540,1754358593.5162182,90.21417713165285,97.0,0.0,-1.075319081546013,-3.1407420629241187,10.343748782276862,-3.3755641924783504,-5.522187663084196,-0.5911196024017045,3.956392632126608,3.710500029359309,4.567683522796187,-1.490893900249148,4.204750666245445,-8.148261423395752,2.006746178113417,-9.067739791591748,1701.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11541,1754358593.524044,90.22200298309326,98.0,0.0,1.797005645329108,-2.08837169691472,0.1760095181602707,-5.999872329378405,-1.3553317647856886,-5.558853591715234,2.476230018898804,2.461474899150716,6.74006720860686,2.7007338798630087,1.8382506786710733,-9.956154179698416,5.036490489780562,-5.305267298509563,3355.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11542,1754358593.531871,90.2298300266266,99.0,0.0,0.2095149113554271,-7.641536077696173,-3.520518587811921,-7.85941917373907,-2.8238243437460824,-4.363765197604607,3.7034831381204185,3.73098630588197,12.889352129023791,6.603742937088327,1.0879401349850468,-3.780734146250097,1.393152587465238,7.858443808914899,3306.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11543,1754358593.539798,90.23775696754456,100.0,0.0,-11.11116023627639,-12.798386628545105,2.2285689555631336,-8.22734474244973,-7.872291075869015,2.047636460037239,3.7930106545288993,11.034708531304917,19.924472798895778,7.748600387227981,1.256266945418048,-3.746826568363048,-5.37718391877408,7.670818547458822,3489.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,0.513401448726654,0.36956787109375,-0.6531982421875,0.4161376953125,0.851087212562561,-0.146486610174179,-0.3535210192203522,-38.73044967651367,-131.4442596435547,-16.0006103515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11544,1754358593.547624,90.24558305740356,101.0,0.0,-10.883229188815392,-8.901678123135923,-2.0914387919253272,-1.786502279438707,0.289867616271124,7.897357086379145,8.617065772439958,7.1700150211716505,7.743084254899543,4.621025405977719,-4.127325827809898,-14.96563600618282,-5.528701479075778,1.4530603348292177,1701.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11545,1754358593.555551,90.25350999832152,102.0,0.0,-1.4221919455878833,-1.966358076413826,-10.896669184051689,4.319326931540445,14.466138825858025,12.218389302888909,15.88887598871429,2.957651853958623,-4.53610632346431,3.0814525917965057,-7.045861985141755,-10.572465653806148,-5.032499972809319,2.598724940979764,3355.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11546,1754358593.5633771,90.26133608818054,103.0,0.0,-7.556869899906957,-4.495075533633241,-12.042213956143,0.5865504637120864,9.317901964954984,8.355941082571093,12.168895822723783,6.051785387168678,-3.989397527772695,2.8194356269330854,-0.4888512545832384,-1.190799860354815,-7.194548350148722,0.7063526985301394,3306.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
