step,phase,loss_D,acc_D,loss_G,loss_adv,loss_sup,loss_rec,loss_cov,loss_acf
1,GAN,0.7226318120956421,0.3203125,0.761570930480957,0.709861159324646,0.001047134748660028,0.31177735328674316,0.000635220785625279,0.08913543075323105
2,GAN,0.7428126335144043,0.03125,0.7283848524093628,0.6474484205245972,0.0009257057099603117,0.5083249807357788,0.0005809200811199844,0.09465945512056351
3,GAN,0.7693812847137451,0.009615384973585606,0.6483378410339355,0.5947464108467102,0.0008280879119411111,0.3270680010318756,0.0005797105259262025,0.10147660225629807
4,GAN,0.79654860496521,0.0234375,0.5872867107391357,0.5363180637359619,0.0007478419574908912,0.3095182776451111,0.0005884877755306661,0.1139892190694809
5,GAN,0.8286001086235046,0.0546875,0.54007887840271,0.4936732351779938,0.00068147003185004,0.28018680214881897,0.0006889613578096032,0.11562656611204147
6,GAN,0.8541627526283264,0.03846153989434242,0.4993925094604492,0.4509037733078003,0.0006259070360101759,0.2935759723186493,0.0006634129676967859,0.1277356892824173
7,GAN,0.8758382797241211,0.1171875,0.45455995202064514,0.4088529646396637,0.0005775960744358599,0.27509748935699463,0.0007227965397760272,0.1343929022550583
8,GAN,0.9128308296203613,0.109375,0.4245370030403137,0.37664496898651123,0.0005368369747884572,0.29007548093795776,0.000757346919272095,0.13737426698207855
9,GAN,0.940507173538208,0.14423076808452606,0.3910475969314575,0.34731417894363403,0.000495885731652379,0.2632249891757965,0.000791095953900367,0.13691557943820953
10,GAN,0.9651122689247131,0.109375,0.3727550804615021,0.3254085183143616,0.000465425691800192,0.28806260228157043,0.000907998182810843,0.13568240404129028
11,GAN,0.9913177490234375,0.1484375,0.35203462839126587,0.30636081099510193,0.0004392692062538117,0.2776627540588379,0.0009632855653762817,0.13388463854789734
12,GAN,1.0078672170639038,0.13461539149284363,0.3437076807022095,0.2949548065662384,0.00041720137232914567,0.29987186193466187,0.0010410284157842398,0.12446342408657074
13,GAN,1.0196256637573242,0.1875,0.33161550760269165,0.28540411591529846,0.00039895717054605484,0.28360244631767273,0.0011935087386518717,0.12191798537969589
14,GAN,1.0269795656204224,0.25,0.32196900248527527,0.27734503149986267,0.00038704994949512184,0.2739188075065613,0.0012103341287001967,0.11693441867828369
15,GAN,1.0217894315719604,0.18269231915473938,0.3203512728214264,0.27715355157852173,0.0003820589045062661,0.26530835032463074,0.0012995318975299597,0.11081530153751373
16,GAN,1.0358986854553223,0.2109375,0.3171207904815674,0.27204716205596924,0.0003795160446316004,0.2790275812149048,0.0014119577826932073,0.10193030536174774
17,GAN,1.0275461673736572,0.265625,0.31673717498779297,0.27243930101394653,0.00038429780397564173,0.27371641993522644,0.0014924182323738933,0.10213629901409149
18,GAN,1.0251152515411377,0.25,0.320498526096344,0.2753603458404541,0.0003943142364732921,0.2788567841053009,0.001616987749002874,0.10391026735305786
19,GAN,1.0136651992797852,0.34375,0.32105883955955505,0.2786325216293335,0.00040386460023000836,0.2625100016593933,0.001611283398233354,0.08949487656354904
20,GAN,1.0182172060012817,0.265625,0.3293379843235016,0.2835458517074585,0.00041228040936402977,0.2838694453239441,0.0018495016265660524,0.09596779197454453
21,GAN,1.011824607849121,0.3365384638309479,0.3326025903224945,0.29110845923423767,0.0004265796160325408,0.2561982274055481,0.001747631118632853,0.08661136776208878
22,GAN,0.9957494735717773,0.34375,0.33826372027397156,0.2960788607597351,0.00044412226998247206,0.260949969291687,0.001782954204827547,0.08282481133937836
23,GAN,0.9903335571289062,0.34375,0.3523271381855011,0.30662792921066284,0.0004609336028806865,0.2846360504627228,0.0019025257788598537,0.07819680869579315
24,GAN,0.9631497263908386,0.36538463830947876,0.36276891827583313,0.3189709484577179,0.00047722767340019345,0.27110961079597473,0.001837017945945263,0.08223772048950195
25,GAN,0.9590436220169067,0.375,0.3700661063194275,0.3271493911743164,0.0004953432944603264,0.2647990584373474,0.0018616809975355864,0.08274871855974197
26,GAN,0.9418201446533203,0.4140625,0.3791663348674774,0.33660244941711426,0.0005185310146771371,0.26319289207458496,0.001793512492440641,0.07377804070711136
27,GAN,0.9289583563804626,0.42307692766189575,0.3938760459423065,0.3508644998073578,0.0005407507997006178,0.2652137279510498,0.0017690012464299798,0.07770659029483795
28,GAN,0.9180034399032593,0.421875,0.4047772288322449,0.3607434332370758,0.0005637138383463025,0.27104121446609497,0.0017406803090125322,0.08171369880437851
29,GAN,0.9092281460762024,0.421875,0.4182448089122772,0.3742941915988922,0.0005920337280258536,0.2695244252681732,0.0016092986334115267,0.08487872034311295
30,GAN,0.8905687928199768,0.42307692766189575,0.4298878312110901,0.3855056166648865,0.0006193651352077723,0.27129295468330383,0.0015577836893498898,0.08917312324047089
31,GAN,0.8784193992614746,0.453125,0.43726593255996704,0.3949238955974579,0.000648278568405658,0.25716087222099304,0.0014182577142491937,0.08902496844530106
32,GAN,0.873363196849823,0.4921875,0.45224079489707947,0.4078936278820038,0.0006789783365093172,0.2696017324924469,0.0014265849022194743,0.09135956317186356
33,GAN,0.8578313589096069,0.48076924681663513,0.46651485562324524,0.4232826828956604,0.000716551614459604,0.261933296918869,0.0013569011352956295,0.08759032934904099
34,GAN,0.8466165661811829,0.5,0.4777280390262604,0.4349319636821747,0.0007559074438177049,0.25757285952568054,0.001280511380173266,0.0927000492811203
35,GAN,0.8345301747322083,0.484375,0.4914088547229767,0.44761306047439575,0.0007906378014013171,0.26341113448143005,0.0013087199768051505,0.09364751726388931
36,GAN,0.8281749486923218,0.4711538553237915,0.5024886727333069,0.4587475061416626,0.0008127641631290317,0.2623054087162018,0.0012922552414238453,0.09591613709926605
37,GAN,0.8143620491027832,0.5,0.517534077167511,0.47168973088264465,0.0008508399478159845,0.2753872573375702,0.0014020255766808987,0.09708386659622192
38,GAN,0.8003789782524109,0.5,0.5299352407455444,0.48793697357177734,0.000879594765137881,0.25041356682777405,0.001135868253186345,0.08816836029291153
39,GAN,0.7927941083908081,0.5,0.5390037298202515,0.4958418607711792,0.0009202432702295482,0.2570400834083557,0.0011474000057205558,0.09053461998701096
40,GAN,0.7843648791313171,0.5,0.5537349581718445,0.509162962436676,0.0009425823227502406,0.2652329206466675,0.0012382006971165538,0.09610721468925476
41,GAN,0.7767972350120544,0.5,0.5665692090988159,0.5238391757011414,0.0009738089866004884,0.25348904728889465,0.0010940870270133018,0.08762101829051971
