epoch,g_loss,d_loss,d_g_real_acc,d_g_fake_acc,d_l_real_acc,d_l_fake_acc,acgan_real_global,acgan_fake_global,acgan_real_local,acgan_fake_local
32,nan,nan,0.6675347222222222,0.0,0.11631944444444445,0.0,0.09722222222222222,0.1154513888888889,0.10243055555555555,0.1154513888888889
33,nan,nan,0.6493055555555556,0.0,0.11458333333333333,0.0,0.10850694444444445,0.11979166666666667,0.11284722222222222,0.11979166666666667
34,nan,nan,0.6493055555555556,0.0,0.109375,0.0,0.13194444444444445,0.1076388888888889,0.13541666666666666,0.1076388888888889
35,nan,nan,0.6657986111111112,0.0,0.12152777777777778,0.0,0.10503472222222222,0.1171875,0.11197916666666667,0.1171875
36,nan,nan,0.6614583333333334,0.0,0.08940972222222222,0.0,0.1015625,0.11458333333333333,0.10416666666666667,0.11458333333333333
37,nan,nan,0.6796875,0.0,0.1154513888888889,0.0,0.10243055555555555,0.10850694444444445,0.10503472222222222,0.10850694444444445
38,nan,nan,0.6571180555555556,0.0,0.1189236111111111,0.0,0.09895833333333333,0.1171875,0.10069444444444445,0.1171875
39,nan,nan,0.640625,0.0,0.1111111111111111,0.0,0.11631944444444445,0.11979166666666667,0.12413194444444445,0.11979166666666667
40,nan,nan,0.6857638888888888,0.0,0.12152777777777778,0.0,0.0998263888888889,0.10503472222222222,0.10416666666666667,0.10503472222222222
41,nan,nan,0.6423611111111112,0.0,0.109375,0.0,0.11979166666666667,0.10677083333333333,0.12586805555555555,0.10677083333333333
42,nan,nan,0.6423611111111112,0.0,0.10069444444444445,0.0,0.109375,0.1284722222222222,0.11197916666666667,0.1284722222222222
43,nan,nan,0.6588541666666666,0.0,0.1189236111111111,0.0,0.1076388888888889,0.1076388888888889,0.11197916666666667,0.1076388888888889
44,nan,nan,0.6727430555555556,0.0,0.12586805555555555,0.0,0.10677083333333333,0.10677083333333333,0.11284722222222222,0.10677083333333333
45,nan,nan,0.6527777777777778,0.0,0.09288194444444445,0.0,0.10503472222222222,0.1267361111111111,0.10850694444444445,0.1267361111111111
46,nan,nan,0.6657986111111112,0.0,0.09722222222222222,0.0,0.09635416666666667,0.10850694444444445,0.1015625,0.10850694444444445
47,nan,nan,0.6501736111111112,0.0,0.11284722222222222,0.0,0.1015625,0.13368055555555555,0.10243055555555555,0.13368055555555555
48,nan,nan,0.6475694444444444,0.0,0.12413194444444445,0.0,0.11979166666666667,0.11284722222222222,0.12586805555555555,0.11284722222222222
49,nan,nan,0.640625,0.0,0.11458333333333333,0.0,0.1111111111111111,0.12586805555555555,0.11458333333333333,0.12586805555555555
50,nan,nan,0.6744791666666666,0.0,0.10503472222222222,0.0,0.109375,0.11197916666666667,0.11197916666666667,0.11197916666666667
51,nan,nan,0.6640625,0.0,0.1111111111111111,0.0,0.09895833333333333,0.11631944444444445,0.10850694444444445,0.11631944444444445
52,nan,nan,0.6701388888888888,0.0,0.11805555555555555,0.0,0.10416666666666667,0.10850694444444445,0.109375,0.10850694444444445
53,nan,nan,0.6649305555555556,0.0,0.1111111111111111,0.0,0.11805555555555555,0.1111111111111111,0.11805555555555555,0.1111111111111111
54,nan,nan,0.6623263888888888,0.0,0.11024305555555555,0.0,0.10069444444444445,0.11805555555555555,0.11197916666666667,0.11805555555555555
55,nan,nan,0.6380208333333334,0.0,0.0954861111111111,0.0,0.13020833333333334,0.09722222222222222,0.13194444444444445,0.09722222222222222
56,nan,nan,0.6579861111111112,0.0,0.12586805555555555,0.0,0.12586805555555555,0.10243055555555555,0.13020833333333334,0.10243055555555555
57,nan,nan,0.6527777777777778,0.0,0.12065972222222222,0.0,0.109375,0.12152777777777778,0.11371527777777778,0.12152777777777778
58,nan,nan,0.6918402777777778,0.0,0.11371527777777778,0.0,0.09635416666666667,0.11458333333333333,0.0998263888888889,0.11458333333333333
59,nan,nan,0.6666666666666666,0.0,0.0920138888888889,0.0,0.10677083333333333,0.1171875,0.11024305555555555,0.1171875
60,nan,nan,0.6788194444444444,0.0,0.1232638888888889,0.0,0.0998263888888889,0.10243055555555555,0.10243055555555555,0.10243055555555555
61,nan,nan,0.6666666666666666,0.0,0.10503472222222222,0.0,0.10416666666666667,0.11631944444444445,0.109375,0.11631944444444445
62,nan,nan,0.6875,0.0,0.10503472222222222,0.0,0.09722222222222222,0.10416666666666667,0.1015625,0.10416666666666667
63,nan,nan,0.6753472222222222,0.0,0.1154513888888889,0.0,0.11371527777777778,0.10677083333333333,0.11805555555555555,0.10677083333333333
64,nan,nan,0.6822916666666666,0.0,0.109375,0.0,0.109375,0.1189236111111111,0.11197916666666667,0.1189236111111111
65,nan,nan,0.6545138888888888,0.0,0.0954861111111111,0.0,0.11979166666666667,0.12239583333333333,0.11979166666666667,0.12239583333333333
66,nan,nan,0.6840277777777778,0.0,0.1111111111111111,0.0,0.09895833333333333,0.0998263888888889,0.1032986111111111,0.0998263888888889
67,nan,nan,0.6649305555555556,0.0,0.11371527777777778,0.0,0.12152777777777778,0.10677083333333333,0.1232638888888889,0.10677083333333333
68,nan,nan,0.6675347222222222,0.0,0.12413194444444445,0.0,0.09722222222222222,0.125,0.09895833333333333,0.125
69,nan,nan,0.6423611111111112,0.0,0.10590277777777778,0.0,0.1015625,0.12065972222222222,0.10243055555555555,0.12065972222222222
70,nan,nan,0.6701388888888888,0.0,0.11197916666666667,0.0,0.10416666666666667,0.09635416666666667,0.11024305555555555,0.09635416666666667
71,nan,nan,0.6666666666666666,0.0,0.11284722222222222,0.0,0.109375,0.11284722222222222,0.11284722222222222,0.11284722222222222
72,nan,nan,0.6631944444444444,0.0,0.1232638888888889,0.0,0.10590277777777778,0.1111111111111111,0.10850694444444445,0.1111111111111111
73,nan,nan,0.6527777777777778,0.0,0.10416666666666667,0.0,0.109375,0.11979166666666667,0.1154513888888889,0.11979166666666667
74,nan,nan,0.6432291666666666,0.0,0.109375,0.0,0.11024305555555555,0.1267361111111111,0.11458333333333333,0.1267361111111111
75,nan,nan,0.6822916666666666,0.0,0.1154513888888889,0.0,0.09895833333333333,0.11631944444444445,0.1015625,0.11631944444444445
76,nan,nan,0.6501736111111112,0.0,0.10416666666666667,0.0,0.11458333333333333,0.12239583333333333,0.11458333333333333,0.12239583333333333
77,nan,nan,0.6623263888888888,0.0,0.12413194444444445,0.0,0.10416666666666667,0.10243055555555555,0.10850694444444445,0.10243055555555555
78,nan,nan,0.6779513888888888,0.0,0.09895833333333333,0.0,0.11371527777777778,0.09895833333333333,0.1154513888888889,0.09895833333333333
79,nan,nan,0.6796875,0.0,0.11458333333333333,0.0,0.10850694444444445,0.109375,0.11458333333333333,0.109375
80,nan,nan,0.6623263888888888,0.0,0.11458333333333333,0.0,0.10503472222222222,0.1284722222222222,0.1111111111111111,0.1284722222222222
81,nan,nan,0.6588541666666666,0.0,0.10069444444444445,0.0,0.1032986111111111,0.12239583333333333,0.10677083333333333,0.12239583333333333
82,nan,nan,0.6822916666666666,0.0,0.11024305555555555,0.0,0.10069444444444445,0.10677083333333333,0.10243055555555555,0.10677083333333333
83,nan,nan,0.6831597222222222,0.0,0.1232638888888889,0.0,0.11024305555555555,0.0859375,0.11024305555555555,0.0859375
84,nan,nan,0.6953125,0.0,0.11805555555555555,0.0,0.08159722222222222,0.10503472222222222,0.0842013888888889,0.10503472222222222
85,nan,nan,0.6657986111111112,0.0,0.1032986111111111,0.0,0.10503472222222222,0.11805555555555555,0.10850694444444445,0.11805555555555555
86,nan,nan,0.6501736111111112,0.0,0.12152777777777778,0.0,0.109375,0.1267361111111111,0.11371527777777778,0.1267361111111111
87,nan,nan,0.6762152777777778,0.0,0.12065972222222222,0.0,0.1015625,0.1076388888888889,0.1015625,0.1076388888888889
88,nan,nan,0.6935763888888888,0.0,0.11197916666666667,0.0,0.09722222222222222,0.1111111111111111,0.10069444444444445,0.1111111111111111
89,nan,nan,0.6588541666666666,0.0,0.109375,0.0,0.10590277777777778,0.12413194444444445,0.1076388888888889,0.12413194444444445
90,nan,nan,0.6623263888888888,0.0,0.11805555555555555,0.0,0.12065972222222222,0.11024305555555555,0.12065972222222222,0.11024305555555555
91,nan,nan,0.6935763888888888,0.0,0.12065972222222222,0.0,0.09635416666666667,0.0954861111111111,0.0998263888888889,0.0954861111111111
92,nan,nan,0.6493055555555556,0.0,0.1171875,0.0,0.1076388888888889,0.1328125,0.10850694444444445,0.1328125
93,nan,nan,0.6666666666666666,0.0,0.10677083333333333,0.0,0.1154513888888889,0.10677083333333333,0.11979166666666667,0.10677083333333333
94,nan,nan,0.6597222222222222,0.0,0.12152777777777778,0.0,0.12239583333333333,0.10243055555555555,0.125,0.10243055555555555
95,nan,nan,0.6736111111111112,0.0,0.1154513888888889,0.0,0.11631944444444445,0.09895833333333333,0.1189236111111111,0.09895833333333333
96,nan,nan,0.6822916666666666,0.0,0.11284722222222222,0.0,0.09722222222222222,0.1076388888888889,0.09895833333333333,0.1076388888888889
97,nan,nan,0.6614583333333334,0.0,0.0998263888888889,0.0,0.10677083333333333,0.1076388888888889,0.10850694444444445,0.1076388888888889
98,nan,nan,0.6762152777777778,0.0,0.11024305555555555,0.0,0.109375,0.1076388888888889,0.1111111111111111,0.1076388888888889
99,nan,nan,0.6579861111111112,0.0,0.1111111111111111,0.0,0.10677083333333333,0.1267361111111111,0.10850694444444445,0.1267361111111111
100,nan,nan,0.6449652777777778,0.0,0.12065972222222222,0.0,0.1267361111111111,0.11458333333333333,0.12760416666666666,0.11458333333333333
101,nan,nan,0.6484375,0.0,0.11979166666666667,0.0,0.1154513888888889,0.1111111111111111,0.12239583333333333,0.1111111111111111
102,nan,nan,0.6675347222222222,0.0,0.11024305555555555,0.0,0.1076388888888889,0.1076388888888889,0.11458333333333333,0.1076388888888889
103,nan,nan,0.6736111111111112,0.0,0.13020833333333334,0.0,0.10677083333333333,0.10677083333333333,0.1076388888888889,0.10677083333333333
104,nan,nan,0.6605902777777778,0.0,0.09635416666666667,0.0,0.09635416666666667,0.11197916666666667,0.0998263888888889,0.11197916666666667
105,nan,nan,0.6614583333333334,0.0,0.09895833333333333,0.0,0.10243055555555555,0.11284722222222222,0.10503472222222222,0.11284722222222222
106,nan,nan,0.671875,0.0,0.12065972222222222,0.0,0.11284722222222222,0.09895833333333333,0.11458333333333333,0.09895833333333333
107,nan,nan,0.6588541666666666,0.0,0.0954861111111111,0.0,0.10503472222222222,0.1154513888888889,0.109375,0.1154513888888889
108,nan,nan,0.6666666666666666,0.0,0.12586805555555555,0.0,0.09809027777777778,0.1284722222222222,0.10416666666666667,0.1284722222222222
109,nan,nan,0.6493055555555556,0.0,0.1015625,0.0,0.1015625,0.11458333333333333,0.1111111111111111,0.11458333333333333
110,nan,nan,0.6553819444444444,0.0,0.1171875,0.0,0.10069444444444445,0.11284722222222222,0.10416666666666667,0.11284722222222222
111,nan,nan,0.6901041666666666,0.0,0.1076388888888889,0.0,0.0920138888888889,0.09027777777777778,0.09375,0.09027777777777778
112,nan,nan,0.6493055555555556,0.0,0.11631944444444445,0.0,0.1171875,0.10677083333333333,0.1232638888888889,0.10677083333333333
113,nan,nan,0.6649305555555556,0.0,0.09461805555555555,0.0,0.10590277777777778,0.1189236111111111,0.11024305555555555,0.1189236111111111
114,nan,nan,0.6675347222222222,0.0,0.1154513888888889,0.0,0.09461805555555555,0.11805555555555555,0.09809027777777778,0.11805555555555555
115,nan,nan,0.6657986111111112,0.0,0.1032986111111111,0.0,0.10243055555555555,0.109375,0.10677083333333333,0.109375
116,nan,nan,0.6675347222222222,0.0,0.12239583333333333,0.0,0.10416666666666667,0.11284722222222222,0.1076388888888889,0.11284722222222222
117,nan,nan,0.6666666666666666,0.0,0.1154513888888889,0.0,0.10503472222222222,0.11458333333333333,0.10677083333333333,0.11458333333333333
118,nan,nan,0.6545138888888888,0.0,0.125,0.0,0.10677083333333333,0.12152777777777778,0.1111111111111111,0.12152777777777778
119,nan,nan,0.6388888888888888,0.0,0.11024305555555555,0.0,0.1171875,0.1232638888888889,0.12239583333333333,0.1232638888888889
120,nan,nan,0.6788194444444444,0.0,0.125,0.0,0.11197916666666667,0.09809027777777778,0.1154513888888889,0.09809027777777778
121,nan,nan,0.6510416666666666,0.0,0.10069444444444445,0.0,0.1015625,0.1111111111111111,0.10677083333333333,0.1111111111111111
122,nan,nan,0.6753472222222222,0.0,0.11979166666666667,0.0,0.1032986111111111,0.109375,0.10503472222222222,0.109375
123,nan,nan,0.6701388888888888,0.0,0.1232638888888889,0.0,0.11024305555555555,0.09895833333333333,0.1154513888888889,0.09895833333333333
124,nan,nan,0.6892361111111112,0.0,0.11197916666666667,0.0,0.08854166666666667,0.1015625,0.09288194444444445,0.1015625
125,nan,nan,0.6753472222222222,0.0,0.11197916666666667,0.0,0.10503472222222222,0.10243055555555555,0.11197916666666667,0.10243055555555555
126,nan,nan,0.6336805555555556,0.0,0.11371527777777778,0.0,0.11805555555555555,0.1328125,0.1232638888888889,0.1328125
127,nan,nan,0.6727430555555556,0.0,0.1171875,0.0,0.08072916666666667,0.1284722222222222,0.0876736111111111,0.1284722222222222
128,nan,nan,0.6475694444444444,0.0,0.12152777777777778,0.0,0.11284722222222222,0.11024305555555555,0.11631944444444445,0.11024305555555555
129,nan,nan,0.6501736111111112,0.0,0.10850694444444445,0.0,0.10677083333333333,0.1076388888888889,0.1076388888888889,0.1076388888888889
130,nan,nan,0.6319444444444444,0.0,0.09461805555555555,0.0,0.13368055555555555,0.11631944444444445,0.1362847222222222,0.11631944444444445
131,nan,nan,0.6744791666666666,0.0,0.10503472222222222,0.0,0.0998263888888889,0.10590277777777778,0.10503472222222222,0.10590277777777778
132,nan,nan,0.6657986111111112,0.0,0.09895833333333333,0.0,0.10069444444444445,0.11631944444444445,0.10590277777777778,0.11631944444444445
133,nan,nan,0.6831597222222222,0.0,0.1171875,0.0,0.1076388888888889,0.1015625,0.11371527777777778,0.1015625
134,nan,nan,0.6545138888888888,0.0,0.10850694444444445,0.0,0.12152777777777778,0.10243055555555555,0.125,0.10243055555555555
135,nan,nan,0.6605902777777778,0.0,0.11631944444444445,0.0,0.1076388888888889,0.12065972222222222,0.11458333333333333,0.12065972222222222
136,nan,nan,0.6493055555555556,0.0,0.1076388888888889,0.0,0.109375,0.1293402777777778,0.11631944444444445,0.1293402777777778
137,nan,nan,0.6657986111111112,0.0,0.11024305555555555,0.0,0.11197916666666667,0.12586805555555555,0.1154513888888889,0.12586805555555555
138,nan,nan,0.6623263888888888,0.0,0.10503472222222222,0.0,0.1111111111111111,0.10850694444444445,0.11458333333333333,0.10850694444444445
139,nan,nan,0.6710069444444444,0.0,0.10850694444444445,0.0,0.10069444444444445,0.1015625,0.1032986111111111,0.1015625
140,nan,nan,0.6666666666666666,0.0,0.11284722222222222,0.0,0.10677083333333333,0.10590277777777778,0.1111111111111111,0.10590277777777778
141,nan,nan,0.6571180555555556,0.0,0.09722222222222222,0.0,0.11371527777777778,0.0954861111111111,0.11458333333333333,0.0954861111111111
142,nan,nan,0.6614583333333334,0.0,0.1111111111111111,0.0,0.109375,0.1076388888888889,0.1154513888888889,0.1076388888888889
143,nan,nan,0.6675347222222222,0.0,0.10503472222222222,0.0,0.10590277777777778,0.11371527777777778,0.10677083333333333,0.11371527777777778
144,nan,nan,0.6588541666666666,0.0,0.09375,0.0,0.125,0.11371527777777778,0.13368055555555555,0.11371527777777778
145,nan,nan,0.6631944444444444,0.0,0.09809027777777778,0.0,0.10677083333333333,0.11458333333333333,0.11024305555555555,0.11458333333333333
146,nan,nan,0.671875,0.0,0.11284722222222222,0.0,0.1076388888888889,0.0998263888888889,0.11024305555555555,0.0998263888888889
147,nan,nan,0.6571180555555556,0.0,0.11284722222222222,0.0,0.11458333333333333,0.10503472222222222,0.12239583333333333,0.10503472222222222
148,nan,nan,0.6536458333333334,0.0,0.10590277777777778,0.0,0.1232638888888889,0.11284722222222222,0.12586805555555555,0.11284722222222222
149,nan,nan,0.6640625,0.0,0.1111111111111111,0.0,0.11631944444444445,0.1076388888888889,0.12065972222222222,0.1076388888888889
150,nan,nan,0.6571180555555556,0.0,0.11284722222222222,0.0,0.10243055555555555,0.1111111111111111,0.10850694444444445,0.1111111111111111
151,nan,nan,0.6710069444444444,0.0,0.1232638888888889,0.0,0.1111111111111111,0.11024305555555555,0.1111111111111111,0.11024305555555555
152,nan,nan,0.6449652777777778,0.0,0.10677083333333333,0.0,0.1076388888888889,0.12760416666666666,0.10850694444444445,0.12760416666666666
153,nan,nan,0.671875,0.0,0.10069444444444445,0.0,0.11024305555555555,0.10069444444444445,0.11024305555555555,0.10069444444444445
154,nan,nan,0.6657986111111112,0.0,0.09895833333333333,0.0,0.10243055555555555,0.1111111111111111,0.10850694444444445,0.1111111111111111
155,nan,nan,0.6623263888888888,0.0,0.10069444444444445,0.0,0.11631944444444445,0.1154513888888889,0.11631944444444445,0.1154513888888889
156,nan,nan,0.6666666666666666,0.0,0.11284722222222222,0.0,0.11197916666666667,0.10243055555555555,0.1171875,0.10243055555555555
157,nan,nan,0.6605902777777778,0.0,0.11024305555555555,0.0,0.11024305555555555,0.109375,0.11284722222222222,0.109375
158,nan,nan,0.6770833333333334,0.0,0.109375,0.0,0.09809027777777778,0.10850694444444445,0.10503472222222222,0.10850694444444445
159,nan,nan,0.6657986111111112,0.0,0.11024305555555555,0.0,0.10503472222222222,0.1076388888888889,0.1111111111111111,0.1076388888888889
160,nan,nan,0.6458333333333334,0.0,0.11631944444444445,0.0,0.11371527777777778,0.11631944444444445,0.1154513888888889,0.11631944444444445
161,nan,nan,0.6440972222222222,0.0,0.08246527777777778,0.0,0.13194444444444445,0.1189236111111111,0.1328125,0.1189236111111111
162,nan,nan,0.6588541666666666,0.0,0.1076388888888889,0.0,0.11979166666666667,0.11805555555555555,0.1267361111111111,0.11805555555555555
163,nan,nan,0.6770833333333334,0.0,0.0998263888888889,0.0,0.10243055555555555,0.10850694444444445,0.1032986111111111,0.10850694444444445
164,nan,nan,0.6770833333333334,0.0,0.12586805555555555,0.0,0.1111111111111111,0.1111111111111111,0.11197916666666667,0.1111111111111111
165,nan,nan,0.6875,0.0,0.11979166666666667,0.0,0.0998263888888889,0.10069444444444445,0.10243055555555555,0.10069444444444445
166,nan,nan,0.6519097222222222,0.0,0.1154513888888889,0.0,0.0998263888888889,0.11979166666666667,0.10243055555555555,0.11979166666666667
167,nan,nan,0.6467013888888888,0.0,0.10590277777777778,0.0,0.0920138888888889,0.1284722222222222,0.09375,0.1284722222222222
168,nan,nan,0.6857638888888888,0.0,0.1076388888888889,0.0,0.0954861111111111,0.10677083333333333,0.09635416666666667,0.10677083333333333
169,nan,nan,0.6649305555555556,0.0,0.11458333333333333,0.0,0.11024305555555555,0.11197916666666667,0.11197916666666667,0.11197916666666667
170,nan,nan,0.6753472222222222,0.0,0.125,0.0,0.10503472222222222,0.11805555555555555,0.109375,0.11805555555555555
171,nan,nan,0.6744791666666666,0.0,0.1032986111111111,0.0,0.10850694444444445,0.0998263888888889,0.11024305555555555,0.0998263888888889
172,nan,nan,0.6484375,0.0,0.11284722222222222,0.0,0.10416666666666667,0.10677083333333333,0.10850694444444445,0.10677083333333333
173,nan,nan,0.6857638888888888,0.0,0.10850694444444445,0.0,0.09375,0.1189236111111111,0.09809027777777778,0.1189236111111111
174,nan,nan,0.6631944444444444,0.0,0.10416666666666667,0.0,0.08680555555555555,0.12760416666666666,0.09461805555555555,0.12760416666666666
175,nan,nan,0.6649305555555556,0.0,0.109375,0.0,0.09461805555555555,0.12239583333333333,0.09461805555555555,0.12239583333333333
176,nan,nan,0.6293402777777778,0.0,0.11197916666666667,0.0,0.1189236111111111,0.1154513888888889,0.12413194444444445,0.1154513888888889
177,nan,nan,0.6657986111111112,0.0,0.09809027777777778,0.0,0.11197916666666667,0.1111111111111111,0.1154513888888889,0.1111111111111111
178,nan,nan,0.6614583333333334,0.0,0.11371527777777778,0.0,0.10243055555555555,0.11631944444444445,0.10590277777777778,0.11631944444444445
179,nan,nan,0.6710069444444444,0.0,0.10677083333333333,0.0,0.10069444444444445,0.1154513888888889,0.1015625,0.1154513888888889
180,nan,nan,0.6675347222222222,0.0,0.1076388888888889,0.0,0.0842013888888889,0.11631944444444445,0.08506944444444445,0.11631944444444445
181,nan,nan,0.6527777777777778,0.0,0.10503472222222222,0.0,0.10503472222222222,0.10503472222222222,0.11197916666666667,0.10503472222222222
182,nan,nan,0.6892361111111112,0.0,0.12586805555555555,0.0,0.0954861111111111,0.1171875,0.09722222222222222,0.1171875
183,nan,nan,0.6553819444444444,0.0,0.10069444444444445,0.0,0.11284722222222222,0.11458333333333333,0.11805555555555555,0.11458333333333333
184,nan,nan,0.6614583333333334,0.0,0.10503472222222222,0.0,0.11284722222222222,0.10069444444444445,0.11631944444444445,0.10069444444444445
185,nan,nan,0.6501736111111112,0.0,0.10416666666666667,0.0,0.11024305555555555,0.10416666666666667,0.11458333333333333,0.10416666666666667
186,nan,nan,0.6631944444444444,0.0,0.10850694444444445,0.0,0.11024305555555555,0.09288194444444445,0.11631944444444445,0.09288194444444445
187,nan,nan,0.6987847222222222,0.0,0.1154513888888889,0.0,0.10850694444444445,0.07899305555555555,0.11024305555555555,0.07899305555555555
188,nan,nan,0.6918402777777778,0.0,0.12065972222222222,0.0,0.1032986111111111,0.10243055555555555,0.10590277777777778,0.10243055555555555
189,nan,nan,0.6788194444444444,0.0,0.12065972222222222,0.0,0.10243055555555555,0.1076388888888889,0.10590277777777778,0.1076388888888889
190,nan,nan,0.6831597222222222,0.0,0.11371527777777778,0.0,0.11197916666666667,0.10677083333333333,0.11284722222222222,0.10677083333333333
191,nan,nan,0.6805555555555556,0.0,0.1232638888888889,0.0,0.08072916666666667,0.10850694444444445,0.08854166666666667,0.10850694444444445
192,nan,nan,0.6831597222222222,0.0,0.12239583333333333,0.0,0.1171875,0.09895833333333333,0.11979166666666667,0.09895833333333333
193,nan,nan,0.6892361111111112,0.0,0.125,0.0,0.10243055555555555,0.09461805555555555,0.10503472222222222,0.09461805555555555
194,nan,nan,0.6493055555555556,0.0,0.1015625,0.0,0.12413194444444445,0.12065972222222222,0.12760416666666666,0.12065972222222222
195,nan,nan,0.6666666666666666,0.0,0.11284722222222222,0.0,0.10590277777777778,0.0998263888888889,0.11458333333333333,0.0998263888888889
196,nan,nan,0.6770833333333334,0.0,0.10503472222222222,0.0,0.1015625,0.10677083333333333,0.10243055555555555,0.10677083333333333
197,nan,nan,0.6536458333333334,0.0,0.11024305555555555,0.0,0.13194444444444445,0.1111111111111111,0.1345486111111111,0.1111111111111111
198,nan,nan,0.6892361111111112,0.0,0.1345486111111111,0.0,0.1232638888888889,0.1076388888888889,0.125,0.1076388888888889
199,nan,nan,0.6536458333333334,0.0,0.11979166666666667,0.0,0.10416666666666667,0.10850694444444445,0.109375,0.10850694444444445
200,nan,nan,0.6692708333333334,0.0,0.1076388888888889,0.0,0.11284722222222222,0.1171875,0.1154513888888889,0.1171875
201,nan,nan,0.6588541666666666,0.0,0.11284722222222222,0.0,0.12152777777777778,0.1032986111111111,0.12586805555555555,0.1032986111111111
202,nan,nan,0.6796875,0.0,0.1171875,0.0,0.0954861111111111,0.109375,0.0998263888888889,0.109375
