index,timestamp,latency__desc,eeg.counter,eeg.interpolated,eeg.af3,eeg.f7,eeg.f3,eeg.fc5,eeg.t7,eeg.p7,eeg.o1,eeg.o2,eeg.p8,eeg.t8,eeg.fc6,eeg.f4,eeg.f8,eeg.af4,eeg.rawcq,eeg.battery,cq.af3,cq.f7,cq.f3,cq.fc5,cq.t7,cq.p7,cq.o1,cq.o2,cq.p8,cq.t8,cq.fc6,cq.f4,cq.f8,cq.af4,cq.overall,mot.q0,mot.q1,mot.q2,mot.q3,mot.accx,mot.accy,mot.accz,mot.magx,mot.magy,mot.magz,sq.overallsensorquality,sq.af3.signalquality,sq.af3.rms,sq.f7.signalquality,sq.f7.rms,sq.f3.signalquality,sq.f3.rms,sq.fc5.signalquality,sq.fc5.rms,sq.t7.signalquality,sq.t7.rms,sq.p7.signalquality,sq.p7.rms,sq.o1.signalquality,sq.o1.rms,sq.o2.signalquality,sq.o2.rms,sq.p8.signalquality,sq.p8.rms,sq.t8.signalquality,sq.t8.rms,sq.fc6.signalquality,sq.fc6.rms,sq.f4.signalquality,sq.f4.rms,sq.f8.signalquality,sq.f8.rms,sq.af4.signalquality,sq.af4.rms
7553,1754693938.694369,58.92249894142151,3.0,0.0,21.314438172941664,-26.10809181339937,6.338677574422036,-53.678934793255394,7.866302032183739,6.986343150463654,-4.296616146079032,10.45076566912212,-4.888772022750345,45.553240536504745,-41.33230246010498,-4.217522586446648,14.953849667854229,-18.239177670915524,3609.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7554,1754693938.702172,58.930301904678345,4.0,0.0,18.62603608797985,-29.265370227482663,9.3928590381704,-57.10965520549576,-12.160830628136637,3.1184528109345138,0.7456842840922491,25.301764807283007,5.442374317900658,63.32687196649681,-36.508950189647976,0.2768628656624514,15.450653947629007,-22.26605663625264,3615.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,0.4252723157405853,-0.51141357421875,0.545654296875,-0.509765625,0.3422903716564178,-1.0503089427947998,-0.1894560158252716,-33.79568099975586,-152.08056640625,-0.8972305059432983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7555,1754693938.709875,58.93800497055054,5.0,0.0,19.498473136997063,-29.66723160894412,11.759082862128936,-63.02178345190418,-18.82266747650806,-2.8116027012272298,4.391468479027253,31.801761995426432,16.283244002714355,78.14378676960973,-27.720207227704805,5.144113170239734,7.34060767365213,-23.28424601002712,3527.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7556,1754693938.717778,58.94590783119202,6.0,0.0,19.77645538232332,-13.943469756836066,13.187348450415584,-60.76133444144057,-22.72799870894255,-3.0103088535836378,10.50200939090405,31.85607473642972,12.44984705384536,80.57251825353137,-26.25762362716182,8.007863411603239,-7.373529505817942,-19.819760190530587,3517.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7557,1754693938.7255812,58.95371103286743,7.0,0.0,21.33384558126841,4.042042581339274,12.169363704663056,-55.025976494523775,-41.767948318807385,-6.103676848826353,8.455285169559147,34.886149933987554,6.390260464719404,79.36003588830522,-20.111945243142827,5.645451418417224,-12.888880238988122,-17.70984625088363,3557.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7558,1754693938.733484,58.96161389350891,8.0,0.0,20.252207153813742,16.267664647947186,2.741069794287341,-45.71413102939687,-68.6586583495532,-14.09050324784539,1.177473005488082,40.44558033230396,17.03752746749751,84.14200745263452,-12.401891360126228,0.6802342158193824,-11.411574523067884,-21.352909460435967,3601.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,0.4208669364452362,-0.5157470703125,0.54510498046875,-0.5096435546875,0.3281300067901611,-1.006851315498352,-0.2431677728891372,-33.34706497192383,-151.9310302734375,-1.0467689037322998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7559,1754693938.741287,58.96941685676575,9.0,0.0,11.1985855807402,18.97557097825893,1.1945074595064398,-34.01534436140128,-63.73496642719647,-11.554500207471849,10.31611773949453,41.76489639419242,15.953865986918116,71.24912374196401,-6.490729521110097,-3.7421562217255087,-16.875690816351835,-22.02869662531475,3620.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7560,1754693938.74919,58.977319955825806,10.0,0.0,3.824905321848519,20.994947147643643,0.3006973810704494,-22.88993843634603,-57.2535118519329,-8.696553226010337,17.912560555287882,41.9304470444647,14.958707968403132,58.78133728633179,-1.0063097032682435,-6.851750582463183,-20.44225771486822,-21.47744526072279,3621.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7561,1754693938.756993,58.98512291908264,11.0,0.0,-2.372228504212444,9.968593098571318,4.280528592426663,-14.475547469629646,-60.97607865666328,-5.795146179626727,14.886945799901468,31.30697741347717,10.117789840611977,56.94263120949722,1.964098326835256,-7.467555551530722,-10.69607962307532,-27.91057026132444,3562.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7562,1754693938.764895,58.993024826049805,12.0,0.0,-6.193460316989558,4.427790245782262,4.064928724462106,-8.896916689375985,-57.00290064756814,1.4611480302144173,20.11923003727384,31.73016532770339,13.078191746920083,47.26047168408218,-2.4181785096000112,-5.523503231413315,-17.586801973525553,-36.299781278722776,3552.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,100.0,0.4210130870342254,-0.51702880859375,0.54486083984375,-0.50848388671875,0.2543984055519104,-0.9111467003822328,-0.251956969499588,-34.84244918823242,-152.2301025390625,-1.3458456993103027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
