step,phase,loss_D,acc_D,loss_G,loss_adv,loss_sup,loss_rec,loss_cov,loss_acf
1,GAN,0.7309056520462036,0.341269850730896,0.7805071473121643,0.7110261917114258,0.0008219796000048518,0.4323916435241699,0.0016559673240408301,0.10533076524734497
2,GAN,0.7507039904594421,0.0317460335791111,0.779654860496521,0.6512625813484192,0.0007767787901684642,0.8261337876319885,0.0016552680172026157,0.1046084463596344
3,GAN,0.7723106741905212,0.01587301678955555,0.6790857911109924,0.6030255556106567,0.0007351444219239056,0.47756388783454895,0.001664878916926682,0.10851246118545532
4,GAN,0.7917433977127075,0.01587301678955555,0.6436741948127747,0.549322247505188,0.0006927700014784932,0.6002070903778076,0.0016758493147790432,0.1096155121922493
5,GAN,0.821201741695404,0.055555559694767,0.5855486989021301,0.5087534189224243,0.0006531586986966431,0.48293590545654297,0.0016851790715008974,0.11724289506673813
6,GAN,0.8468892574310303,0.0476190522313118,0.5405660271644592,0.4632331132888794,0.000608680013101548,0.487276554107666,0.0016914971638470888,0.11823243647813797
7,GAN,0.8753917217254639,0.0714285746216774,0.48463237285614014,0.4141595959663391,0.0005625453777611256,0.44211483001708984,0.0017048949375748634,0.1208387017250061
8,GAN,0.9159722328186035,0.0634920671582222,0.45605653524398804,0.37354350090026855,0.0005158064304850996,0.5232884883880615,0.001759721664711833,0.12097811698913574
9,GAN,0.9480044841766357,0.1269841343164444,0.4072280824184418,0.3392748534679413,0.0004683903243858367,0.4270559251308441,0.0017921851249411702,0.12179496139287949
10,GAN,0.9820858240127563,0.1587301641702652,0.38687261939048767,0.31007587909698486,0.0004256810061633587,0.48654866218566895,0.0018492807867005467,0.12409510463476181
11,GAN,1.0142707824707031,0.1428571492433548,0.3534136414527893,0.28800252079963684,0.0003940827155020088,0.4114360213279724,0.0019093011505901814,0.12280981242656708
12,GAN,1.0355433225631714,0.1904762089252472,0.34794244170188904,0.2726491391658783,0.0003686303971335292,0.47811076045036316,0.0019750583451241255,0.12057748436927795
13,GAN,1.0487120151519775,0.1984127163887024,0.3320561349391937,0.2647424042224884,0.0003563314094208181,0.4254971444606781,0.002012621145695448,0.1179908737540245
14,GAN,1.0532253980636597,0.2380952537059784,0.333926260471344,0.25817662477493286,0.0003536868607625365,0.4820682406425476,0.00208678818307817,0.11578693985939026
15,GAN,1.0419496297836304,0.261904776096344,0.32866019010543823,0.2632952928543091,0.0003567406674847007,0.41295796632766724,0.0021186622325330973,0.11436967551708221
16,GAN,1.0519263744354248,0.2539682686328888,0.3340192437171936,0.2588874399662018,0.00036285517853684723,0.47805464267730713,0.0021872324869036674,0.11347105354070663
17,GAN,1.038435459136963,0.2698412835597992,0.32823097705841064,0.2626536786556244,0.0003700352681335062,0.41429269313812256,0.0022229354362934828,0.11282825469970703
18,GAN,1.036972165107727,0.341269850730896,0.3377441465854645,0.2645455002784729,0.0003857124538626522,0.46519899368286133,0.0022935024462640285,0.10964272171258926
