Channel,t_stat_real (RN vs RW),p_val_real (RN vs RW),t_stat_synth (SN vs SW),p_val_synth (SN vs SW),SN_scale_display,SW_scale_display
eeg.af3,-2.1929572542523035,0.02923763947059863,50.22312280105076,9.272128707549186e-126,0.14555065141443782,0.19293388747850626
eeg.f7,-1.9754864461116157,0.04898512451988199,39.535503531107565,1.5438486608650367e-93,0.14555065141443782,0.19293388747850626
eeg.f3,2.053180254866136,0.040920048741745145,26.12226067814069,1.5060171057623404e-69,0.14555065141443782,0.19293388747850626
eeg.fc5,7.015871227183278,2.1887770387004495e-11,2.6354126269100755,0.00877104610904057,0.14555065141443782,0.19293388747850626
eeg.t7,1.99183299786209,0.047419301397186725,28.656860472596072,3.873800281917179e-80,0.14555065141443782,0.19293388747850626
eeg.p7,-1.0583795592924052,0.2906243747295186,19.952907230004943,3.8741631298971437e-54,0.14555065141443782,0.19293388747850626
eeg.o1,0.015161908848174782,0.9879129461574758,46.33651100396006,1.466563166882416e-108,0.14555065141443782,0.19293388747850626
eeg.o2,1.4388729446079294,0.15119406239544989,-17.604894033226373,1.358802709851605e-50,0.14555065141443782,0.19293388747850626
eeg.p8,2.2698689968571997,0.024182699895309606,-1.253640150547752,0.210775281245975,0.14555065141443782,0.19293388747850626
eeg.t8,0.5183379975573575,0.6045571784854461,17.86105607402789,1.0931402062947458e-48,0.14555065141443782,0.19293388747850626
eeg.fc6,5.559353059336217,5.8508128998077435e-08,-18.59762856315407,2.3237571895147912e-54,0.14555065141443782,0.19293388747850626
eeg.f4,5.424254159151103,1.3445258032406597e-07,41.64242563321288,3.7616528579865115e-107,0.14555065141443782,0.19293388747850626
eeg.f8,-0.30523252376061705,0.7603671835014635,54.11459366952311,8.7183873279849e-121,0.14555065141443782,0.19293388747850626
eeg.af4,0.9689506596920751,0.333218501954481,34.01526958113212,3.956692613787108e-96,0.14555065141443782,0.19293388747850626
