Channel,t_stat_real (RN vs RW),p_val_real (RN vs RW),t_stat_synth (SN vs SW),p_val_synth (SN vs SW),SN_scale_display,SW_scale_display
eeg.af3,-7.824783511574126,1.6062716293835263e-13,-26.27969526493786,3.392183978601212e-67,0.038666322164219585,0.015376764338185238
eeg.f7,-9.245334315628137,2.7238184131748367e-17,-21.555987113255746,2.4370553223676844e-56,0.038666322164219585,0.015376764338185238
eeg.f3,-4.331714001892367,1.984840725871395e-05,-3.442778630463778,0.0006523760699820224,0.038666322164219585,0.015376764338185238
eeg.fc5,-4.382713418092134,1.5947753022716043e-05,-33.305933319126666,1.6451452462007564e-81,0.038666322164219585,0.015376764338185238
eeg.t7,-8.261710709641443,1.2936790560739178e-14,-32.77324738834871,3.0422394430819406e-79,0.038666322164219585,0.015376764338185238
eeg.p7,-8.562132561422766,3.069130209603147e-15,-22.466811124939856,1.5198911753739746e-55,0.038666322164219585,0.015376764338185238
eeg.o1,-9.882604833228145,2.215900713195726e-19,-33.046146040234625,1.6170485505977638e-79,0.038666322164219585,0.015376764338185238
eeg.o2,-6.243037060954748,1.4806666787288202e-09,-19.2099262982337,3.139942573756751e-49,0.038666322164219585,0.015376764338185238
eeg.p8,-5.54080313685738,7.958034592660346e-08,-24.59746160135694,1.1352518253951522e-64,0.038666322164219585,0.015376764338185238
eeg.t8,-8.407535928587304,3.2145981968889094e-15,-28.164595157124296,1.7045269654944375e-71,0.038666322164219585,0.015376764338185238
eeg.fc6,-8.177128466716367,7.873195364993205e-15,-29.90137162801165,1.1145193322578763e-72,0.038666322164219585,0.015376764338185238
eeg.f4,-2.712382603663165,0.007001472979751917,-34.3068087423869,1.6130197253257708e-82,0.038666322164219585,0.015376764338185238
eeg.f8,-5.69490285942295,3.7725465820657176e-08,-34.2197516200737,9.218159865241011e-82,0.038666322164219585,0.015376764338185238
eeg.af4,-0.019800397861796885,0.9842149477068189,-27.66047035585155,1.6582002542016497e-70,0.038666322164219585,0.015376764338185238
