step,phase,loss_D,acc_D,loss_G,loss_adv,loss_sup,loss_rec,loss_cov,loss_acf
1,GAN,0.7223710417747498,0.28125,0.75213223695755,0.7031159400939941,0.001157698454335332,0.28815025091171265,0.0009180543129332364,0.11465508490800858
2,GAN,0.7453514337539673,0.03125,0.7206570506095886,0.6359238624572754,0.0009460611036047339,0.5312929153442383,0.0009400870185345411,0.10864264518022537
3,GAN,0.7757657766342163,0.018518518656492233,0.6398588418960571,0.5846514701843262,0.0007849175599403679,0.33419010043144226,0.001133539597503841,0.1345025897026062
4,GAN,0.8002784848213196,0.0390625,0.5841777920722961,0.527058482170105,0.0006611089338548481,0.34579363465309143,0.0014050957979634404,0.16123828291893005
5,GAN,0.8334149122238159,0.0546875,0.5340126156806946,0.4865439534187317,0.0005746750393882394,0.2801075279712677,0.0009824464796110988,0.18495431542396545
6,GAN,0.857561469078064,0.06481481343507767,0.4936735928058624,0.44332030415534973,0.0005074678920209408,0.29758456349372864,0.001197861973196268,0.20786380767822266
7,GAN,0.8775184154510498,0.109375,0.44909948110580444,0.40555936098098755,0.00045924176811240613,0.2504749000072479,0.0011334376176819205,0.22785824537277222
8,GAN,0.9149473309516907,0.109375,0.42934173345565796,0.37296372652053833,0.00041877117473632097,0.33580005168914795,0.0014728695387020707,0.2353745400905609
9,GAN,0.9449371099472046,0.0833333358168602,0.3960050344467163,0.3455490469932556,0.000383251957828179,0.29611751437187195,0.0013314259704202414,0.24243496358394623
10,GAN,0.9617118239402771,0.125,0.37107330560684204,0.32625699043273926,0.00035909449798054993,0.2600109279155731,0.0011687821242958307,0.23511426150798798
11,GAN,0.9864757061004639,0.171875,0.35654282569885254,0.30774402618408203,0.00033921876456588507,0.28640028834342957,0.001410247408784926,0.23893846571445465
12,GAN,1.0002083778381348,0.24074074625968933,0.34282004833221436,0.2974991500377655,0.0003228711138945073,0.2677755057811737,0.0016860205214470625,0.2067694514989853
