epoch,g_loss,d_loss,d_g_real_acc,d_g_fake_acc,d_l_real_acc,d_l_fake_acc,acgan_real_global,acgan_fake_global,acgan_real_local,acgan_fake_local
1,52.55196762084961,10.600748062133789,0.6536458333333334,0.3472222222222222,0.1015625,0.9019097222222222,0.12413194444444445,0.125,0.1284722222222222,0.13020833333333334
2,45.30210494995117,10.609203338623047,0.6440972222222222,0.3559027777777778,0.1076388888888889,0.8923611111111112,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
3,39.21282958984375,10.593340873718262,0.6614583333333334,0.3385416666666667,0.1015625,0.8984375,0.11371527777777778,0.11371527777777778,0.11371527777777778,0.11371527777777778
4,35.89661407470703,10.59075927734375,0.6657986111111112,0.3342013888888889,0.10677083333333333,0.8932291666666666,0.11197916666666667,0.11197916666666667,0.11197916666666667,0.11197916666666667
5,33.28355026245117,10.587993621826172,0.6605902777777778,0.3394097222222222,0.11805555555555555,0.8819444444444444,0.11284722222222222,0.11284722222222222,0.11284722222222222,0.11284722222222222
6,27.636978149414062,10.594192504882812,0.6770833333333334,0.3229166666666667,0.11197916666666667,0.8880208333333334,0.109375,0.109375,0.109375,0.109375
7,26.21206283569336,10.595464706420898,0.7013888888888888,0.2986111111111111,0.1232638888888889,0.8767361111111112,0.0859375,0.0859375,0.0859375,0.0859375
8,23.892179489135742,10.58952522277832,0.6909722222222222,0.3090277777777778,0.11024305555555555,0.8897569444444444,0.09375,0.09375,0.09375,0.09375
9,21.724262237548828,10.601241111755371,0.6623263888888888,0.3376736111111111,0.10590277777777778,0.8940972222222222,0.09635416666666667,0.09635416666666667,0.09635416666666667,0.09635416666666667
10,24.738399505615234,10.584051132202148,0.6866319444444444,0.3133680555555556,0.11371527777777778,0.8862847222222222,0.09895833333333333,0.09895833333333333,0.09895833333333333,0.09895833333333333
11,21.835893630981445,10.593538284301758,0.6892361111111112,0.3107638888888889,0.1267361111111111,0.8732638888888888,0.09722222222222222,0.09722222222222222,0.09722222222222222,0.09722222222222222
12,nan,nan,0.6927083333333334,0.18055555555555555,0.11631944444444445,0.5390625,0.11631944444444445,0.1076388888888889,0.11631944444444445,0.1076388888888889
13,nan,nan,0.6684027777777778,0.0,0.10590277777777778,0.0,0.0998263888888889,0.109375,0.0998263888888889,0.109375
14,nan,nan,0.6675347222222222,0.0,0.0998263888888889,0.0,0.1154513888888889,0.10850694444444445,0.1154513888888889,0.10850694444444445
15,nan,nan,0.65625,0.0,0.109375,0.0,0.1111111111111111,0.11284722222222222,0.1111111111111111,0.11284722222222222
16,nan,nan,0.6909722222222222,0.0,0.1154513888888889,0.0,0.10416666666666667,0.09809027777777778,0.10416666666666667,0.09809027777777778
17,nan,nan,0.6458333333333334,0.0,0.09461805555555555,0.0,0.11979166666666667,0.1111111111111111,0.11979166666666667,0.1111111111111111
18,nan,nan,0.6362847222222222,0.0,0.09809027777777778,0.0,0.11805555555555555,0.1328125,0.11805555555555555,0.1328125
19,nan,nan,0.6684027777777778,0.0,0.1284722222222222,0.0,0.1189236111111111,0.10850694444444445,0.1189236111111111,0.10850694444444445
20,nan,nan,0.6458333333333334,0.0,0.10503472222222222,0.0,0.1076388888888889,0.12586805555555555,0.1076388888888889,0.12586805555555555
21,nan,nan,0.6840277777777778,0.0,0.10677083333333333,0.0,0.10243055555555555,0.11458333333333333,0.10243055555555555,0.11458333333333333
22,nan,nan,0.6519097222222222,0.0,0.10069444444444445,0.0,0.11371527777777778,0.11371527777777778,0.11371527777777778,0.11371527777777778
23,nan,nan,0.6814236111111112,0.0,0.10503472222222222,0.0,0.1076388888888889,0.09809027777777778,0.1076388888888889,0.09809027777777778
24,nan,nan,0.6458333333333334,0.0,0.1154513888888889,0.0,0.1189236111111111,0.10850694444444445,0.1189236111111111,0.10850694444444445
25,nan,nan,0.6727430555555556,0.0,0.12586805555555555,0.0,0.11197916666666667,0.10416666666666667,0.11197916666666667,0.10416666666666667
26,nan,nan,0.6380208333333334,0.0,0.10416666666666667,0.0,0.1111111111111111,0.11979166666666667,0.1111111111111111,0.11979166666666667
27,nan,nan,0.6536458333333334,0.0,0.1032986111111111,0.0,0.11458333333333333,0.1267361111111111,0.11458333333333333,0.1267361111111111
28,nan,nan,0.6553819444444444,0.0,0.109375,0.0,0.11371527777777778,0.1076388888888889,0.11371527777777778,0.1076388888888889
29,nan,nan,0.6675347222222222,0.0,0.11284722222222222,0.0,0.13368055555555555,0.09722222222222222,0.13368055555555555,0.09722222222222222
30,nan,nan,0.6631944444444444,0.0,0.1154513888888889,0.0,0.11458333333333333,0.109375,0.11458333333333333,0.109375
31,nan,nan,0.6623263888888888,0.0,0.109375,0.0,0.11024305555555555,0.11631944444444445,0.11024305555555555,0.11631944444444445
32,nan,nan,0.6631944444444444,0.0,0.12152777777777778,0.0,0.10243055555555555,0.10503472222222222,0.10243055555555555,0.10503472222222222
33,nan,nan,0.6484375,0.0,0.1111111111111111,0.0,0.12065972222222222,0.11371527777777778,0.12065972222222222,0.11371527777777778
34,nan,nan,0.6727430555555556,0.0,0.11979166666666667,0.0,0.12152777777777778,0.1076388888888889,0.12152777777777778,0.1076388888888889
35,nan,nan,0.6805555555555556,0.0,0.0859375,0.0,0.08940972222222222,0.11024305555555555,0.08940972222222222,0.11024305555555555
36,nan,nan,0.6553819444444444,0.0,0.10243055555555555,0.0,0.12065972222222222,0.1076388888888889,0.12065972222222222,0.1076388888888889
37,nan,nan,0.6579861111111112,0.0,0.11197916666666667,0.0,0.10416666666666667,0.109375,0.10416666666666667,0.109375
