step,phase,loss_D,acc_D,loss_G,loss_adv,loss_sup,loss_rec,loss_cov,loss_acf
1,GAN,0.7199262380599976,0.3671875,0.7774435877799988,0.7185853719711304,0.0011041087564080954,0.35076361894607544,0.001035439083352685,0.14501309394836426
2,GAN,0.739118754863739,0.0546875,0.7349796295166016,0.6593031287193298,0.0009409376652911305,0.46244338154792786,0.0012683013919740915,0.17245759069919586
3,GAN,0.7667079567909241,0.009433962404727936,0.6585480570793152,0.6071545481681824,0.0008054133504629135,0.30993592739105225,0.0008772288565523922,0.12302832305431366
4,GAN,0.7880528569221497,0.0234375,0.6024764776229858,0.5505535006523132,0.0006970821996219456,0.3141019344329834,0.0008352857548743486,0.13457351922988892
5,GAN,0.8182600736618042,0.0546875,0.5531243681907654,0.5094060301780701,0.0006188732222653925,0.2558637261390686,0.0013293526135385036,0.17211417853832245
6,GAN,0.8414453268051147,0.06603773683309555,0.5134378671646118,0.4641600251197815,0.0005587850464507937,0.2970814108848572,0.0009742613765411079,0.15050461888313293
7,GAN,0.8637338280677795,0.109375,0.4640238285064697,0.4229736030101776,0.0005179262370802462,0.24283474683761597,0.0009951111860573292,0.1520700454711914
8,GAN,0.9001397490501404,0.1015625,0.43942487239837646,0.3889302611351013,0.0004839450994040817,0.30578744411468506,0.0008393616881221533,0.15747280418872833
9,GAN,0.9272752404212952,0.16981132328510284,0.4048478901386261,0.3604923486709595,0.0004493000451475382,0.26413190364837646,0.0012694750912487507,0.1674877554178238
10,GAN,0.9528223872184753,0.1171875,0.38155725598335266,0.3352786898612976,0.000416724244132638,0.2809145152568817,0.0008954184013418853,0.14321795105934143
11,GAN,0.9795371294021606,0.171875,0.36017078161239624,0.315733939409256,0.000386872939998284,0.26447784900665283,0.0013024411164224148,0.17827308177947998
12,GAN,0.9956299662590027,0.19811320304870605,0.3493342101573944,0.30273619294166565,0.0003605389210861176,0.2841206192970276,0.0011140212882310152,0.14324520528316498
13,GAN,1.0082206726074219,0.2109375,0.3357119858264923,0.2927156984806061,0.000341618899255991,0.25862589478492737,0.0012724407715722919,0.15696841478347778
14,GAN,1.0189989805221558,0.2578125,0.3279251158237457,0.2828698456287384,0.0003276141360402107,0.2738037109375,0.001101760659366846,0.14844056963920593
15,GAN,1.0120410919189453,0.24528302252292633,0.32238298654556274,0.2827344536781311,0.00032377734896726906,0.23255547881126404,0.0014196254778653383,0.1875646561384201
16,GAN,1.026280403137207,0.2265625,0.32651659846305847,0.2781740427017212,0.0003218021593056619,0.2942621409893036,0.0013402854092419147,0.15988107025623322
17,GAN,1.0157722234725952,0.2890625,0.3234819173812866,0.2793080508708954,0.00032429100247099996,0.26179811358451843,0.0016934080049395561,0.19402281939983368
18,GAN,1.0129246711730957,0.2641509473323822,0.32829567790031433,0.28288334608078003,0.0003319059032946825,0.2750612497329712,0.001322019612416625,0.15588682889938354
19,GAN,1.000339150428772,0.3515625,0.32494619488716125,0.28747135400772095,0.00033801051904447377,0.22189539670944214,0.001391219557262957,0.15673966705799103
20,GAN,1.0067284107208252,0.28125,0.3373565971851349,0.29079291224479675,0.00034527634852565825,0.28130805492401123,0.001727584982290864,0.16399013996124268
21,GAN,1.0009618997573853,0.3113207519054413,0.3398146629333496,0.29859405755996704,0.0003598124021664262,0.24464759230613708,0.0017790450947359204,0.16953130066394806
